quant-ph/9904108,
quant-ph/9904066,
quant-ph/9811069,
quant-ph/9807026,
quant-ph/9803073,
quant-ph/9801009,
quant-ph/9712009,
quant-ph/9607014,
quant-ph/9606003,
quant-ph/9511026,
quant-ph/0703015,
quant-ph/0702184,
quant-ph/0702144,
quant-ph/0702072,
quant-ph/0701235,
quant-ph/0701194,
quant-ph/0701187,
quant-ph/0610203,
quant-ph/0610200,
quant-ph/0610159,
quant-ph/0609226,
quant-ph/0609186,
quant-ph/0609167,
quant-ph/0609110,
quant-ph/0608199,
quant-ph/0608085,
quant-ph/0607138,
quant-ph/0605219,
quant-ph/0604166,
quant-ph/0603002,
quant-ph/0601169,
quant-ph/0601162,
quant-ph/0512040,
quant-ph/0511274,
quant-ph/0511119,
quant-ph/0511113,
quant-ph/0510031,
quant-ph/0509212,
quant-ph/0508201,
quant-ph/0507270,
quant-ph/0507075,
quant-ph/0505090,
quant-ph/0504007,
quant-ph/0503238,
quant-ph/0501173,
quant-ph/0501147,
quant-ph/0412143,
quant-ph/0411077,
quant-ph/0409125,
quant-ph/0408054,
quant-ph/0407200,
quant-ph/0407130,
quant-ph/0407095,
quant-ph/0407066,
quant-ph/0406080,
quant-ph/0405089,
quant-ph/0405002,
quant-ph/0404133,
quant-ph/0403140,
quant-ph/0402055,
quant-ph/0402012,
quant-ph/0401173,
quant-ph/0401013,
quant-ph/0312102,
quant-ph/0312044,
quant-ph/0312003,
quant-ph/0309108,
quant-ph/0309051,
quant-ph/0308021,
quant-ph/0307205,
quant-ph/0307170,
quant-ph/0306141,
quant-ph/0306068,
quant-ph/0305045,
quant-ph/0305022,
quant-ph/0304206,
quant-ph/0304098,
quant-ph/0304060,
quant-ph/0303183,
quant-ph/0303009,
quant-ph/0302139,
quant-ph/0302079,
quant-ph/0301038,
quant-ph/0212155,
quant-ph/0212078,
quant-ph/0211179,
quant-ph/0210063,
quant-ph/0210011,
quant-ph/0208184,
quant-ph/0207181,
quant-ph/0207029,
quant-ph/0206041,
quant-ph/0205133,
quant-ph/0205095,
quant-ph/0205017,
quant-ph/0204138,
quant-ph/0204077,
quant-ph/0203047,
quant-ph/0203005,
quant-ph/0202015,
quant-ph/0201112,
quant-ph/0201082,
quant-ph/0201014,
quant-ph/0111080,
quant-ph/0111073,
quant-ph/0110136,
quant-ph/0110130,
quant-ph/0110038,
quant-ph/0109016,
quant-ph/0107088,
quant-ph/0107042,
quant-ph/0106017,
quant-ph/0103057,
quant-ph/0012104,
quant-ph/0010076,
quant-ph/0010013,
quant-ph/0007090,
quant-ph/0002045,
q-bio/0702057,
q-bio/0612001,
q-bio/0609008,
q-bio/0607037,
q-bio/0607026,
q-bio/0607010,
q-bio/0605043,
q-bio/0604021,
q-bio/0603035,
q-bio/0603003,
q-bio/0510024,
q-bio/0510005,
q-bio/0508024,
q-bio/0507019,
q-bio/0503018,
q-bio/0501027,
q-bio/0501005,
q-bio/0411034,
q-bio/0409020,
q-bio/0409016,
q-bio/0409012,
q-bio/0409001,
q-bio/0406048,
q-bio/0406028,
q-bio/0405012,
q-bio/0405007,
q-bio/0403022,
q-bio/0402029,
q-bio/0309013,
physics/9902067,
physics/9803008,
physics/9711012,
physics/9710015,
physics/9610012,
physics/0703238,
physics/0703218,
physics/0703091,
physics/0702015,
physics/0701101,
physics/0701067,
physics/0701050,
physics/0701012,
physics/0612040,
physics/0609124,
physics/0609068,
physics/0605063,
physics/0605027,
physics/0604127,
physics/0506217,
physics/0505107,
physics/0504025,
physics/0501010,
physics/0411024,
physics/0407152,
physics/0406023,
physics/0312079,
physics/0310110,
physics/0309011,
physics/0306133,
physics/0306124,
physics/0306082,
physics/0306038,
physics/0306037,
physics/0304102,
physics/0304003,
physics/0302039,
physics/0212114,
physics/0209064,
physics/0208057,
physics/0206060,
physics/0201027,
physics/0112026,
physics/0111172,
physics/0111146,
physics/0111055,
physics/0111050,
physics/0111037,
physics/0107028,
physics/0102009,
physics/0009032,
physics/0008121,
physics/0008093,
physics/0008022,
physics/0006023,
physics/0005058,
physics/0004019,
nucl-th/0006054,
nlin/0701002,
nlin/0605029,
nlin/0605025,
nlin/0601002,
nlin/0512048,
nlin/0511061,
nlin/0505009,
nlin/0504059,
nlin/0307010,
nlin/0306033,
nlin/0002040,
math-ph/0612083,
math-ph/0611086,
math-ph/0610037,
math-ph/0601056,
math-ph/0112034,
math-ph/0011044,
math/9912031,
math/9910050,
math/9909119,
math/9907079,
math/9907046,
math/9904140,
math/9904038,
math/9812092,
math/9810177,
math/9810022,
math/9810019,
math/9809077,
math/9806040,
math/9804126,
math/9710215,
math/9705207,
math/9612213,
math/9612212,
math/9604206,
math/9507221,
math/9506205,
math/9406206,
math/9312214,
math/0703811,
math/0702808,
math/0702804,
math/0702627,
math/0702371,
math/0702345,
math/0701771,
math/0701755,
math/0701633,
math/0701605,
math/0701582,
math/0701363,
math/0701038,
math/0612299,
math/0612244,
math/0612243,
math/0612056,
math/0611956,
math/0611937,
math/0611824,
math/0611576,
math/0611433,
math/0611191,
math/0611010,
math/0610916,
math/0610094,
math/0610073,
math/0609270,
math/0609248,
math/0609111,
math/0609104,
math/0608794,
math/0608571,
math/0607649,
math/0607507,
math/0607419,
math/0607308,
math/0607243,
math/0607183,
math/0606247,
math/0606206,
math/0606122,
math/0606022,
math/0605681,
math/0605439,
math/0605420,
math/0605401,
math/0604455,
math/0604292,
math/0603735,
math/0603606,
math/0603448,
math/0603401,
math/0602436,
math/0602073,
math/0602061,
math/0601293,
math/0601172,
math/0601123,
math/0512263,
math/0512144,
math/0512140,
math/0511351,
math/0510521,
math/0510079,
math/0510027,
math/0509633,
math/0509523,
math/0509455,
math/0509015,
math/0508512,
math/0508171,
math/0508166,
math/0507531,
math/0507375,
math/0507109,
math/0506538,
math/0506302,
math/0506125,
math/0506122,
math/0506102,
math/0506090,
math/0506019,
math/0505597,
math/0505051,
math/0504472,
math/0504037,
math/0503623,
math/0503553,
math/0503416,
math/0503379,
math/0502264,
math/0501515,
math/0501499,
math/0501087,
math/0412144,
math/0411145,
math/0411107,
math/0411034,
math/0410550,
math/0410289,
math/0408031,
math/0407368,
math/0407280,
math/0406446,
math/0406140,
math/0406006,
math/0405346,
math/0405081,
math/0405001,
math/0404432,
math/0404343,
math/0404217,
math/0404094,
math/0403374,
math/0403139,
math/0403116,
math/0403086,
math/0403017,
math/0402254,
math/0401006,
math/0401001,
math/0312397,
math/0311120,
math/0310321,
math/0310193,
math/0310121,
math/0310020,
math/0309441,
math/0308035,
math/0307401,
math/0306401,
math/0306034,
math/0305308,
math/0305160,
math/0305037,
math/0305008,
math/0304359,
math/0304296,
math/0303386,
math/0302307,
math/0302154,
math/0301317,
math/0301016,
math/0212373,
math/0212357,
math/0212134,
math/0212044,
math/0211107,
math/0210319,
math/0209379,
math/0209267,
math/0208017,
math/0206050,
math/0205216,
math/0204268,
math/0204068,
math/0204001,
math/0202007,
math/0111159,
math/0111159,
math/0110157,
math/0110056,
math/0107198,
math/0107044,
math/0106089,
math/0106084,
math/0105056,
math/0104222,
math/0104195,
math/0104060,
math/0104011,
math/0103107,
math/0009166,
math/0008222,
math/0006173,
math/0006052,
math/0005281,
math/0005229,
math/0005179,
math/0002216,
math/0001091,
math/0001021,
hep-th/9905154,
hep-th/9607127,
hep-th/9501025,
hep-th/9412213,
hep-th/9310057,
hep-th/0701238,
hep-th/0406016,
hep-th/0312294,
hep-th/0311072,
hep-th/0208218,
hep-th/0105119,
hep-ph/9702348,
hep-ph/9503364,
hep-ph/0605048,
hep-ph/0605034,
hep-ph/0602069,
hep-ph/0602011,
hep-ph/0405030,
hep-ph/0204316,
hep-ph/0109068,
hep-ph/0012286,
hep-ph/0010033,
hep-ph/0004168,
hep-lat/0509130,
hep-lat/0505005,
hep-lat/0007029,
hep-lat/0003009,
hep-ex/0305106,
hep-ex/0305089,
hep-ex/0106009,
gr-qc/9708055,
gr-qc/9602060,
gr-qc/9412038,
gr-qc/0403023,
gr-qc/0302013,
cs/9911012,
cs/9911001,
cs/9910018,
cs/9910009,
cs/9910008,
cs/9910004,
cs/9909013,
cs/9909008,
cs/9908013,
cs/9908004,
cs/9907040,
cs/9907039,
cs/9907034,
cs/9907026,
cs/9907003,
cs/9907003,
cs/9906025,
cs/9906025,
cs/9906019,
cs/9906013,
cs/9906010,
cs/9906003,
cs/9906003,
cs/9905015,
cs/9904021,
cs/9904018,
cs/9904016,
cs/9904007,
cs/9904005,
cs/9904001,
cs/9903019,
cs/9903018,
cs/9903017,
cs/9903015,
cs/9903007,
cs/9902021,
cs/9902013,
cs/9902008,
cs/9901015,
cs/9901006,
cs/9812002,
cs/9812001,
cs/9812001,
cs/9811031,
cs/9811012,
cs/9811010,
cs/9811007,
cs/9811004,
cs/9810014,
cs/9810013,
cs/9810005,
cs/9809122,
cs/9809115,
cs/9809113,
cs/9809110,
cs/9809101,
cs/9809099,
cs/9809098,
cs/9809097,
cs/9809078,
cs/9809072,
cs/9809067,
cs/9809052,
cs/9809051,
cs/9809049,
cs/9809047,
cs/9809029,
cs/9809029,
cs/9809021,
cs/9809019,
cs/9809005,
cs/9803102,
cs/9801102,
cs/9801101,
cs/9712101,
cs/9711106,
cs/9711103,
cs/9710101,
cs/9706102,
cs/9705102,
cs/9703101,
cs/9609102,
cs/9603103,
cs/9603102,
cs/9602101,
cs/9512107,
cs/9510101,
cs/9507101,
cs/9505101,
cs/9402103,
cs/0703156,
cs/0703152,
cs/0703148,
cs/0703145,
cs/0703130,
cs/0703120,
cs/0703118,
cs/0703111,
cs/0703103,
cs/0703102,
cs/0703095,
cs/0703080,
cs/0703069,
cs/0703058,
cs/0703054,
cs/0703051,
cs/0703032,
cs/0703015,
cs/0703006,
cs/0702166,
cs/0702162,
cs/0702143,
cs/0702141,
cs/0702140,
cs/0702134,
cs/0702129,
cs/0702128,
cs/0702122,
cs/0702117,
cs/0702116,
cs/0702113,
cs/0702109,
cs/0702107,
cs/0702100,
cs/0702098,
cs/0702097,
cs/0702076,
cs/0702073,
cs/0702067,
cs/0702059,
cs/0702054,
cs/0702049,
cs/0702047,
cs/0702046,
cs/0702027,
cs/0702021,
cs/0702004,
cs/0702003,
cs/0701200,
cs/0701196,
cs/0701190,
cs/0701158,
cs/0701144,
cs/0701136,
cs/0701123,
cs/0701119,
cs/0701089,
cs/0701085,
cs/0701083,
cs/0701055,
cs/0701054,
cs/0701051,
cs/0701044,
cs/0701035,
cs/0701033,
cs/0701032,
cs/0701016,
cs/0701005,
cs/0701004,
cs/0612143,
cs/0612130,
cs/0612113,
cs/0612110,
cs/0612081,
cs/0612066,
cs/0612051,
cs/0612050,
cs/0612038,
cs/0612029,
cs/0612027,
cs/0612026,
cs/0612021,
cs/0612009,
cs/0612006,
cs/0612005,
cs/0612001,
cs/0611159,
cs/0611148,
cs/0611144,
cs/0611136,
cs/0611121,
cs/0611114,
cs/0611099,
cs/0611096,
cs/0611095,
cs/0611088,
cs/0611082,
cs/0611078,
cs/0611069,
cs/0611069,
cs/0611066,
cs/0611063,
cs/0611051,
cs/0611050,
cs/0611042,
cs/0611040,
cs/0611040,
cs/0611033,
cs/0611031,
cs/0611029,
cs/0611008,
cs/0611005,
cs/0610175,
cs/0610173,
cs/0610157,
cs/0610136,
cs/0610133,
cs/0610129,
cs/0610125,
cs/0610123,
cs/0610121,
cs/0610116,
cs/0610115,
cs/0610108,
cs/0610104,
cs/0610098,
cs/0610097,
cs/0610087,
cs/0610078,
cs/0610078,
cs/0610058,
cs/0610048,
cs/0610043,
cs/0610042,
cs/0610041,
cs/0610040,
cs/0610039,
cs/0610017,
cs/0610015,
cs/0610010,
cs/0609144,
cs/0609142,
cs/0609127,
cs/0609119,
cs/0609116,
cs/0609100,
cs/0609094,
cs/0609084,
cs/0609080,
cs/0609055,
cs/0609047,
cs/0609040,
cs/0609032,
cs/0609017,
cs/0609004,
cs/0609003,
cs/0608122,
cs/0608098,
cs/0608076,
cs/0608045,
cs/0608040,
cs/0608038,
cs/0608037,
cs/0608024,
cs/0608016,
cs/0608013,
cs/0608008,
cs/0607146,
cs/0607139,
cs/0607132,
cs/0607126,
cs/0607124,
cs/0607123,
cs/0607121,
cs/0607120,
cs/0607120,
cs/0607111,
cs/0607107,
cs/0607103,
cs/0607101,
cs/0607098,
cs/0607096,
cs/0607093,
cs/0607083,
cs/0607082,
cs/0607069,
cs/0607061,
cs/0607030,
cs/0607022,
cs/0607010,
cs/0607008,
cs/0606126,
cs/0606124,
cs/0606120,
cs/0606111,
cs/0606108,
cs/0606104,
cs/0606089,
cs/0606087,
cs/0606073,
cs/0606068,
cs/0606029,
cs/0606023,
cs/0605145,
cs/0605109,
cs/0605097,
cs/0605088,
cs/0605065,
cs/0605063,
cs/0605052,
cs/0605051,
cs/0605049,
cs/0605045,
cs/0605022,
cs/0605021,
cs/0605013,
cs/0605002,
cs/0604109,
cs/0604102,
cs/0604099,
cs/0604081,
cs/0604079,
cs/0604076,
cs/0604075,
cs/0604074,
cs/0604072,
cs/0604064,
cs/0604060,
cs/0604058,
cs/0604050,
cs/0604043,
cs/0604033,
cs/0604031,
cs/0604028,
cs/0604010,
cs/0604004,
cs/0603116,
cs/0603113,
cs/0603101,
cs/0603096,
cs/0603070,
cs/0603063,
cs/0603058,
cs/0603054,
cs/0603050,
cs/0603046,
cs/0603042,
cs/0603024,
cs/0603017,
cs/0603016,
cs/0603009,
cs/0603005,
cs/0603004,
cs/0603001,
cs/0602092,
cs/0602090,
cs/0602086,
cs/0602083,
cs/0602079,
cs/0602077,
cs/0602066,
cs/0602063,
cs/0602056,
cs/0602052,
cs/0602027,
cs/0602025,
cs/0602023,
cs/0602015,
cs/0602014,
cs/0602012,
cs/0602009,
cs/0602009,
cs/0602005,
cs/0601124,
cs/0601120,
cs/0601118,
cs/0601113,
cs/0601098,
cs/0601097,
cs/0601096,
cs/0601086,
cs/0601085,
cs/0601073,
cs/0601051,
cs/0601031,
cs/0601020,
cs/0601015,
cs/0512093,
cs/0512081,
cs/0512080,
cs/0512074,
cs/0512072,
cs/0512068,
cs/0512062,
cs/0512056,
cs/0512046,
cs/0512043,
cs/0512040,
cs/0512037,
cs/0512036,
cs/0512031,
cs/0512026,
cs/0512016,
cs/0512010,
cs/0512007,
cs/0512004,
cs/0511106,
cs/0511094,
cs/0511063,
cs/0511061,
cs/0511059,
cs/0511048,
cs/0511044,
cs/0511036,
cs/0511029,
cs/0511026,
cs/0511018,
cs/0511012,
cs/0510094,
cs/0510069,
cs/0510058,
cs/0510044,
cs/0510042,
cs/0510041,
cs/0510024,
cs/0510022,
cs/0510012,
cs/0509094,
cs/0509084,
cs/0509071,
cs/0509066,
cs/0509065,
cs/0509062,
cs/0509059,
cs/0509056,
cs/0509055,
cs/0509049,
cs/0509044,
cs/0509036,
cs/0509035,
cs/0509032,
cs/0509030,
cs/0509011,
cs/0508128,
cs/0508125,
cs/0508112,
cs/0508110,
cs/0508102,
cs/0508097,
cs/0508075,
cs/0508064,
cs/0508056,
cs/0508041,
cs/0508037,
cs/0508033,
cs/0508025,
cs/0508023,
cs/0508003,
cs/0508002,
cs/0507053,
cs/0507045,
cs/0507044,
cs/0507043,
cs/0507042,
cs/0507033,
cs/0507031,
cs/0506100,
cs/0506097,
cs/0506092,
cs/0506084,
cs/0506076,
cs/0506069,
cs/0506066,
cs/0506050,
cs/0506038,
cs/0506031,
cs/0506030,
cs/0506007,
cs/0505088,
cs/0505066,
cs/0505052,
cs/0505051,
cs/0505044,
cs/0505037,
cs/0505027,
cs/0505024,
cs/0505013,
cs/0505011,
cs/0505009,
cs/0504105,
cs/0504101,
cs/0504087,
cs/0504083,
cs/0504071,
cs/0504063,
cs/0504055,
cs/0504029,
cs/0504028,
cs/0504026,
cs/0504025,
cs/0504008,
cs/0504005,
cs/0503091,
cs/0503088,
cs/0503084,
cs/0503079,
cs/0503076,
cs/0503065,
cs/0503060,
cs/0503048,
cs/0503047,
cs/0503043,
cs/0503035,
cs/0503022,
cs/0503017,
cs/0503016,
cs/0503015,
cs/0502096,
cs/0502094,
cs/0502085,
cs/0502081,
cs/0502073,
cs/0502070,
cs/0502068,
cs/0502050,
cs/0502028,
cs/0502003,
cs/0502002,
cs/0501095,
cs/0501089,
cs/0501086,
cs/0501048,
cs/0501036,
cs/0501028,
cs/0501017,
cs/0501017,
cs/0501015,
cs/0501010,
cs/0501002,
cs/0412120,
cs/0412110,
cs/0412109,
cs/0412089,
cs/0412077,
cs/0412076,
cs/0412074,
cs/0412073,
cs/0412070,
cs/0412066,
cs/0412063,
cs/0412059,
cs/0412048,
cs/0412047,
cs/0412036,
cs/0412035,
cs/0412021,
cs/0411078,
cs/0411068,
cs/0411045,
cs/0411037,
cs/0411032,
cs/0411026,
cs/0411015,
cs/0411008,
cs/0411004,
cs/0411003,
cs/0410052,
cs/0410048,
cs/0410025,
cs/0410024,
cs/0410009,
cs/0410004,
cs/0409044,
cs/0409042,
cs/0409041,
cs/0409034,
cs/0409028,
cs/0409027,
cs/0409018,
cs/0409011,
cs/0409009,
cs/0409002,
cs/0408065,
cs/0408064,
cs/0408060,
cs/0408059,
cs/0408054,
cs/0408041,
cs/0408028,
cs/0408021,
cs/0408018,
cs/0408013,
cs/0408004,
cs/0407066,
cs/0407044,
cs/0407040,
cs/0407039,
cs/0407032,
cs/0407027,
cs/0407009,
cs/0406014,
cs/0405106,
cs/0405098,
cs/0405087,
cs/0405074,
cs/0405035,
cs/0405019,
cs/0405003,
cs/0404043,
cs/0404018,
cs/0404009,
cs/0404005,
cs/0404004,
cs/0403036,
cs/0403036,
cs/0403035,
cs/0403027,
cs/0403021,
cs/0403018,
cs/0403016,
cs/0403004,
cs/0402041,
cs/0402040,
cs/0402026,
cs/0402018,
cs/0402013,
cs/0402008,
cs/0402006,
cs/0401007,
cs/0401003,
cs/0312052,
cs/0312030,
cs/0312023,
cs/0312021,
cs/0312011,
cs/0311052,
cs/0311050,
cs/0311033,
cs/0311012,
cs/0310058,
cs/0310057,
cs/0310055,
cs/0310050,
cs/0310048,
cs/0310044,
cs/0310038,
cs/0310031,
cs/0310019,
cs/0309048,
cs/0309047,
cs/0309046,
cs/0309036,
cs/0309024,
cs/0309018,
cs/0309011,
cs/0309004,
cs/0308042,
cs/0308041,
cs/0308035,
cs/0308034,
cs/0308033,
cs/0308032,
cs/0308030,
cs/0308027,
cs/0308025,
cs/0308015,
cs/0308013,
cs/0308010,
cs/0308009,
cs/0308004,
cs/0307069,
cs/0307063,
cs/0307058,
cs/0307054,
cs/0307052,
cs/0307047,
cs/0307046,
cs/0307044,
cs/0307042,
cs/0307041,
cs/0307037,
cs/0307032,
cs/0307018,
cs/0307014,
cs/0307007,
cs/0306134,
cs/0306128,
cs/0306123,
cs/0306098,
cs/0306092,
cs/0306071,
cs/0306070,
cs/0306068,
cs/0306063,
cs/0306038,
cs/0306034,
cs/0306025,
cs/0306024,
cs/0306020,
cs/0306014,
cs/0306012,
cs/0306011,
cs/0306006,
cs/0306001,
cs/0305066,
cs/0305055,
cs/0305047,
cs/0305040,
cs/0305034,
cs/0305031,
cs/0305004,
cs/0305001,
cs/0304044,
cs/0304040,
cs/0304039,
cs/0304016,
cs/0304003,
cs/0303033,
cs/0303032,
cs/0303018,
cs/0303012,
cs/0303011,
cs/0303005,
cs/0303002,
cs/0302037,
cs/0302033,
cs/0302004,
cs/0302003,
cs/0301024,
cs/0301019,
cs/0301013,
cs/0301012,
cs/0212056,
cs/0212042,
cs/0212040,
cs/0212038,
cs/0212037,
cs/0212035,
cs/0212034,
cs/0212033,
cs/0212017,
cs/0211032,
cs/0211029,
cs/0211027,
cs/0211011,
cs/0211009,
cs/0211006,
cs/0211002,
cs/0210031,
cs/0210029,
cs/0210025,
cs/0210018,
cs/0210017,
cs/0210014,
cs/0210005,
cs/0209028,
cs/0209025,
cs/0209001,
cs/0208030,
cs/0208022,
cs/0208017,
cs/0208005,
cs/0207090,
cs/0207082,
cs/0207075,
cs/0207073,
cs/0207070,
cs/0207064,
cs/0207062,
cs/0207061,
cs/0207055,
cs/0207052,
cs/0207047,
cs/0207046,
cs/0207045,
cs/0207038,
cs/0207032,
cs/0207029,
cs/0207026,
cs/0207007,
cs/0207003,
cs/0207003,
cs/0207002,
cs/0207002,
cs/0206039,
cs/0206037,
cs/0206030,
cs/0206030,
cs/0206029,
cs/0206016,
cs/0205062,
cs/0205061,
cs/0205060,
cs/0205058,
cs/0205051,
cs/0205047,
cs/0205022,
cs/0205021,
cs/0205021,
cs/0205020,
cs/0205019,
cs/0205014,
cs/0205004,
cs/0205001,
cs/0204051,
cs/0204043,
cs/0204023,
cs/0204023,
cs/0204021,
cs/0204005,
cs/0204004,
cs/0203012,
cs/0203009,
cs/0202039,
cs/0202031,
cs/0202019,
cs/0202005,
cs/0201027,
cs/0201025,
cs/0201005,
cs/0112016,
cs/0112015,
cs/0112011,
cs/0111049,
cs/0111042,
cs/0111039,
cs/0111034,
cs/0111031,
cs/0111030,
cs/0111023,
cs/0111014,
cs/0111010,
cs/0111008,
cs/0110066,
cs/0110064,
cs/0110063,
cs/0110062,
cs/0110049,
cs/0110048,
cs/0110042,
cs/0110024,
cs/0110018,
cs/0110013,
cs/0110003,
cs/0109115,
cs/0109108,
cs/0109106,
cs/0109096,
cs/0109092,
cs/0109087,
cs/0109078,
cs/0109072,
cs/0109067,
cs/0109066,
cs/0109055,
cs/0109051,
cs/0109048,
cs/0109046,
cs/0109045,
cs/0109038,
cs/0109033,
cs/0109030,
cs/0109015,
cs/0109002,
cs/0109001,
cs/0108004,
cs/0107032,
cs/0107029,
cs/0107017,
cs/0107017,
cs/0107004,
cs/0106036,
cs/0106018,
cs/0106011,
cs/0106011,
cs/0105035,
cs/0105028,
cs/0105026,
cs/0104020,
cs/0104020,
cs/0104010,
cs/0103021,
cs/0103012,
cs/0103011,
cs/0103001,
cs/0102026,
cs/0102022,
cs/0102010,
cs/0101009,
cs/0012003,
cs/0012001,
cs/0011035,
cs/0011031,
cs/0011030,
cs/0011029,
cs/0011024,
cs/0011021,
cs/0011019,
cs/0011006,
cs/0011005,
cs/0010025,
cs/0010014,
cs/0010006,
cs/0009027,
cs/0009027,
cs/0009017,
cs/0009009,
cs/0009001,
cs/0008024,
cs/0008024,
cs/0008009,
cs/0008007,
cs/0008006,
cs/0008003,
cs/0007035,
cs/0007035,
cs/0007034,
cs/0007011,
cs/0007004,
cs/0007001,
cs/0006041,
cs/0006038,
cs/0006018,
cs/0005031,
cs/0005025,
cs/0005025,
cs/0005015,
cs/0005015,
cs/0005005,
cs/0004010,
cs/0004009,
cs/0004003,
cs/0003080,
cs/0003074,
cs/0003074,
cs/0003071,
cs/0003070,
cs/0003063,
cs/0003041,
cs/0003029,
cs/0003013,
cs/0003011,
cs/0003008,
cs/0003003,
cs/0003002,
cs/0001022,
cond-mat/9907176,
cond-mat/9901007,
cond-mat/9810347,
cond-mat/9810129,
cond-mat/9807260,
cond-mat/9805361,
cond-mat/9805135,
cond-mat/9705190,
cond-mat/9601113,
cond-mat/0703232,
cond-mat/0609605,
cond-mat/0609509,
cond-mat/0607327,
cond-mat/0606383,
cond-mat/0603189,
cond-mat/0507677,
cond-mat/0502503,
cond-mat/0502335,
cond-mat/0501707,
cond-mat/0411079,
cond-mat/0410460,
cond-mat/0410309,
cond-mat/0407622,
cond-mat/0403646,
cond-mat/0403233,
cond-mat/0401191,
cond-mat/0312603,
cond-mat/0312317,
cond-mat/0312234,
cond-mat/0307278,
cond-mat/0306511,
cond-mat/0306511,
cond-mat/0306018,
cond-mat/0305681,
cond-mat/0212486,
cond-mat/0212451,
cond-mat/0211486,
cond-mat/0210087,
cond-mat/0209419,
cond-mat/0208488,
cond-mat/0206292,
cond-mat/0202383,
cond-mat/0202035,
cond-mat/0201530,
cond-mat/0112479,
cond-mat/0110023,
cond-mat/0109006,
cond-mat/0106209,
cond-mat/0103270,
cond-mat/0103092,
comp-gas/9905002,
comp-gas/9307004,
cmp-lg/9809001,
cmp-lg/9809001,
cmp-lg/9808014,
cmp-lg/9808013,
cmp-lg/9808010,
cmp-lg/9808007,
cmp-lg/9808007,
cmp-lg/9808006,
cmp-lg/9808005,
cmp-lg/9808001,
cmp-lg/9808001,
cmp-lg/9807013,
cmp-lg/9807013,
cmp-lg/9807012,
cmp-lg/9807010,
cmp-lg/9807010,
cmp-lg/9807009,
cmp-lg/9807007,
cmp-lg/9806016,
